"",,,,"Total population (1000 inhab)",,,,"Population density (inhab/km2)",,,,"GDP per capita (current US$/inhab)",,,,"Agriculture, value added to GDP (current US$)",,,,"Industry, value added to GDP (current US$)",,,,"Services, value added to GDP (current US$)",,,,"Total internal renewable water resources per capita (m3/inhab/yr)",,,,"Total renewable water resources (10^9 m3/yr)",,,,"Agricultural water withdrawal (10^9 m3/year)",,,,"Industrial water withdrawal (km<sup>3</sup>/year or 10<sup>9</sup>m<sup>3</sup>/year)",,,,"Municipal water withdrawal (km<sup>3</sup>/year or 10<sup>9</sup>m<sup>3</sup>/year)",,,,"Total water withdrawal (10^9 m3/yr)",,,,"Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,"Total freshwater withdrawal (10^9 m3/yr)",,,,"SDG 6.4.2. Water Stress (%)",,,,"SDG 6.4.1. Water Use Efficiency (US$/m3)",,,,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,,"SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,,"SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,,"Total population with access to safe drinking-water (JMP) (%)",,,,"Rural population with access to safe drinking-water (JMP) (%)",,,,"Urban population with access to safe drinking-water (JMP) (%)",,
"2018-2022","France","Europe | Western and Central Europe | Western Europe",2018,64990.511,"X",,2018,118.3610447889,"E",,2018,41168.651446,"X",,2018,4.5077033639E10,"X",,2018,4.10625E11,"X",,2018,2.01359E12,"X",,2018,3077.3723259385,"E",,2018,211.0,"E",,2018,2.943,"I",,2018,18.673,"I",,2018,5.391,"I",,2018,27.007,"I",,2018,415.5529720331,"E",,2018,27.007,"I",,2018,23.6426507923,"E",,2018,82.8244968011,"I",,2018,1.7093365896,"E",,2018,20.2449865681,"E",,2018,343.8649551732,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Germany","Europe | Western and Central Europe | Western Europe",2018,83124.418,"X",,2018,232.67856683,"E",,2018,47993.473332,"X",,2018,3.0357616629E10,"X",,2018,9.91692E11,"X",,2018,2.53535E12,"X",,2018,1287.2270576379,"E",,2018,154.0,"E",,2018,0.3993145864,"I",,2018,17.68317062,"I",,2018,10.39974867,"I",,2018,28.48223388,"I",,2018,342.6458141337,"E",,2018,24.443,"I",,2018,33.5019188596,"E",,2018,111.4076936421,"I",,2018,2.3546572084,"E",,2018,50.4390114182,"E",,2018,219.2628076814,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Ireland","Europe | Western and Central Europe | Western Europe",2018,4818.69,"X",,2018,68.5641718839,"E",,2018,79661.622685,"X",,2018,3.511425694E9,"X",,2018,1.34873E11,"X",,2018,2.19534E11,"X",,2018,10168.7388066051,"E",,2018,52.0,"E",,2018,0.065,"",,2018,0.52,"",,2018,0.842,"",,2018,1.427,"P",,2018,296.1385770822,"E",,2018,1.427,"",,2018,20.0421348315,"E",,2018,226.4732841208,"I",,2018,0.2127427212,"E",,2018,236.5057754734,"E",,2018,237.7441151038,"E",,2018,97.9,"I",,2018,97.8,"I",,2018,97.9,"I",
"2018-2022","Liechtenstein","Europe | Western and Central Europe | Western Europe",2018,37.91,"X",,2018,236.9375,"E",,2018,178107.197671,"X",,2018,8184919.128,"X",,2018,2.843067312E9,"X",,2018,3.724865012E9,"X",,,,"",,2018,0.0,"E",,,,"",,,,"",,2018,0.0079,"I",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,474.2210839485,"E",,,,"",,,,"",,,,"",
"2018-2022","Luxembourg","Europe | Western and Central Europe | Western Europe",2018,604.245,"X",,2018,233.2992277992,"E",,2018,120137.955478,"X",,2018,1.611317952E8,"X",,2018,7.516235759E9,"X",,2018,5.6540220132E10,"X",,2018,1654.957839949,"E",,2018,3.5,"E",,2018,5.0E-4,"",,2018,0.0019,"",,2018,0.0498,"",,2018,0.0522,"",,2018,86.3887992453,"E",,2018,0.0522,"",,2018,4.328358209,"E",,2018,1096.7727600644,"I",,2018,0.0,"E",,2018,3535.664477565,"E",,2018,1014.7344491564,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Netherlands","Europe | Western and Central Europe | Western Europe",2018,17059.56,"X",,2018,456.2599625568,"E",,2018,53505.050866,"X",,2018,1.4909550686E10,"X",,2018,1.51791E11,"X",,2018,6.51437E11,"X",,2018,644.7997486453,"E",,2018,91.0,"E",,2018,0.3022,"",,2018,5.8292,"",,2018,1.9673,"",,2018,8.0987,"",,2018,474.7308840322,"E",,2018,8.0987,"",,2018,16.384179648,"E",,2018,90.0671825732,"I",,2018,18.1940970617,"E",,2018,23.4689739166,"E",,2018,298.4412609254,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Switzerland","Europe | Western and Central Europe | Western Europe",2018,8525.611,"X",,2018,206.4793042643,"E",,2018,82530.174862,"X",,2018,4.594692629E9,"X",,2018,1.66258E11,"X",,2018,5.13997E11,"X",,2018,4738.6633051872,"E",,2018,53.5,"E",,2018,0.1601,"I",,2018,0.6427,"I",,2018,0.965,"",,2018,1.7678,"E",,2018,207.3517076958,"E",,2018,1.704,"I",,2018,6.4988558352,"E",,2018,392.6044488938,"I",,2018,5.8288984358,"E",,2018,263.5763958232,"E",,2018,542.7071383621,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","United Kingdom","Europe | Western and Central Europe | Western Europe",2018,67141.684,"X",,2018,275.6113624235,"E",,2018,42889.386317,"X",,2018,1.802071892E10,"X",,2018,4.35023E11,"X",,2018,2.09319E12,"X",,2018,2159.6122015647,"E",,2018,147.0,"E",,2018,1.183,"I",,2018,1.01,"I",,2018,6.227,"I",,2018,8.42,"I",,2018,125.4064464633,"E",,2018,8.419,"I",,2018,14.3546462063,"E",,2018,323.0442051164,"I",,2018,0.6502356287,"E",,2018,463.2638318847,"E",,2018,361.5491421436,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Bosnia and Herzegovina","Europe | Western and Central Europe | Central Europe",2018,3323.925,"X",,2018,64.9077328647,"E",,2018,5646.252354,"X",,2018,1.185968841E9,"X",,2018,3.697977908E9,"X",,2018,1.1977060053E10,"X",,2018,10680.1447084396,"E",,2018,37.5,"E",,,,"",,2018,0.0718,"I",,2018,0.3608,"I",,,,"",,,,"",,2018,0.4009,"I",,2018,2.6620185923,"E",,,,"",,,,"",,2018,45.670796461,"E",,2018,29.4362454501,"E",,2018,99.9,"I",,2018,100.0,"I",,2018,99.7,"I",
"2018-2022","Bulgaria","Europe | Western and Central Europe | Central Europe",2018,7051.608,"X",,2018,63.5566291122,"E",,2018,9407.504648,"X",,2018,2.231748347E9,"X",,2018,1.2388463376E10,"X",,2018,4.2782508989E10,"X",,2018,2978.044156737,"E",,2018,21.3,"E",,2018,0.724,"",,2018,3.836,"",,2018,0.865,"",,2018,5.425,"",,2018,769.3280738237,"E",,2018,5.425,"",,2018,40.0990464927,"E",,2018,8.6276573497,"E",,2018,0.0914634753,"E",,2018,2.7359361811,"E",,2018,41.9003125729,"E",,2018,99.4,"I",,2018,99.0,"I",,2018,99.6,"I",
"2018-2022","Croatia","Europe | Western and Central Europe | Central Europe",2018,4156.405,"X",,2018,73.4425027388,"E",,2018,14644.504431,"X",,2018,1.741669904E9,"X",,2018,1.0424645344E10,"X",,2018,3.7982621321E10,"X",,2018,9070.3384294841,"E",,2018,105.5,"E",,2018,0.076,"",,2018,0.187,"",,2018,0.455,"",,2018,0.718,"",,2018,172.7454374634,"E",,2018,0.673,"",,2018,1.4962205425,"E",,2018,60.0811773529,"I",,2018,0.6559811669,"E",,2018,49.6214898396,"E",,2018,74.3059608146,"E",,2018,99.6,"I",,2018,99.7,"I",,2018,99.6,"I",
"2018-2022","Czechia","Europe | Western and Central Europe | Central Europe",2018,10665.677,"X",,2018,135.2139579108,"E",,2018,23079.540049,"X",,2018,4.821417477E9,"X",,2018,7.0429538386E10,"X",,2018,1.45368E11,"X",,2018,1232.9268924982,"E",,2018,13.15,"E",,2018,0.048,"",,2018,0.89,"",,2018,0.654,"",,2018,1.59,"",,2018,149.0763314884,"E",,2018,1.591,"",,2018,24.1940389294,"E",,2018,114.116031908,"I",,2018,1.1727788496,"E",,2018,66.5161913031,"E",,2018,186.8330077816,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Hungary","Europe | Western and Central Europe | Central Europe",2018,9707.499,"X",,2018,104.3480490164,"E",,2018,16295.32521,"X",,2018,5.61062377E9,"X",,2018,3.690304391E10,"X",,2018,9.0741337347E10,"X",,2018,618.0788687179,"E",,2018,104.0,"E",,2018,0.5186,"I",,2018,3.358,"I",,2018,0.6279,"",,2018,4.5045,"E",,2018,464.02271069,"E",,2018,4.43,"E",,2018,7.6511226252,"E",,2018,24.8503408386,"E",,2018,0.3232831968,"E",,2018,9.6229402335,"E",,2018,126.543832358,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Montenegro","Europe | Western and Central Europe | Central Europe",2018,627.809,"X",,2018,45.4604634323,"E",,2018,8752.031333,"X",,2018,3.707405921E8,"X",,2018,5.934993175E8,"X",,2018,3.542444291E9,"X",,,,"",,,,"",,2018,0.0017,"I",,2018,0.0628,"I",,2018,0.0964,"I",,2018,0.1609,"I",,2018,256.2881385899,"E",,2018,0.1609,"I",,,,"",,2018,21.9312573071,"I",,2018,47.3252677819,"E",,2018,7.8793300719,"E",,2018,30.6375976864,"E",,2018,99.7,"I",,2018,99.2,"I",,2018,100.0,"I",
"2018-2022","Poland","Europe | Western and Central Europe | Central Europe",2018,37921.592,"X",,2018,121.2753589817,"E",,2018,15369.733482,"X",,2018,1.2337346507E10,"X",,2018,1.46193E11,"X",,2018,3.5403E11,"X",,2018,1413.4427689639,"E",,2018,60.5,"E",,2018,1.389,"",,2018,6.513,"",,2018,2.129,"",,2018,10.031,"",,2018,264.5194853634,"E",,2018,9.598,"",,2018,33.2225683628,"E",,2018,46.2199654535,"E",,2018,0.0923513234,"E",,2018,20.7986676424,"E",,2018,154.0828910854,"E",,2018,98.3,"I",,2018,96.9,"I",,2018,99.3,"I",
"2018-2022","Romania","Europe | Western and Central Europe | Central Europe",2018,19506.114,"X",,2018,81.8209479866,"E",,2018,12234.103545,"X",,2018,1.0405451232E10,"X",,2018,6.2283276321E10,"X",,2018,1.43916E11,"X",,2018,2172.6521233291,"E",,2018,212.01,"E",,2018,1.427,"",,2018,3.904,"",,2018,1.085,"",,2018,6.416,"",,2018,328.9225111675,"E",,2018,6.416,"",,2018,6.0069281902,"E",,2018,27.8035214598,"E",,2018,0.2883881232,"E",,2018,13.7700530598,"E",,2018,114.486245796,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Serbia","Europe | Western and Central Europe | Central Europe",2018,8802.754,"X",,2018,99.6237437755,"E",,2018,7215.958011,"X",,2018,3.209193504E9,"X",,2018,1.0601552332E10,"X",,2018,2.6837713872E10,"X",,2018,955.0420243483,"E",,2018,162.2,"X",,2018,0.7123,"",,2018,4.1913,"",,2018,0.6539,"",,2018,5.5575,"",,2018,631.3365112782,"E",,2018,5.5575,"",,2018,6.2633832976,"E",,2018,5.8375138022,"E",,2018,0.1656448451,"E",,2018,2.1838278754,"E",,2018,35.4349539047,"E",,2018,99.2,"I",,2018,98.9,"I",,2018,99.4,"I",
"2018-2022","Slovakia","Europe | Western and Central Europe | Central Europe",2018,5453.014,"X",,2018,111.2179074036,"E",,2018,19442.192822,"X",,2018,2.503478303E9,"X",,2018,2.8768517155E10,"X",,2018,6.3788836246E10,"X",,2018,2310.6487531483,"E",,2018,50.1,"E",,2018,0.0811,"",,2018,0.2384,"",,2018,0.2925,"",,2018,0.612,"",,2018,112.2315108672,"E",,2018,0.5565,"",,2018,2.3945783133,"E",,2018,138.4188091849,"E",,2018,1.4052994165,"E",,2018,110.2966055626,"E",,2018,199.3286518713,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Slovenia","Europe | Western and Central Europe | Central Europe",2018,2077.837,"X",,2018,102.5034408931,"E",,2018,25962.329812,"X",,2018,1.137531285E9,"X",,2018,1.3907910538E10,"X",,2018,3.2002007921E10,"X",,2018,8985.3053920976,"E",,2018,31.87,"E",,2018,0.003,"",,2018,0.787,"",,2018,0.171,"",,2018,0.961,"",,2018,462.500186492,"E",,2018,0.961,"",,2018,6.4976335362,"E",,2018,42.9230371351,"E",,2018,6.4992395169,"E",,2018,15.8704460929,"E",,2018,168.067250837,"E",,2018,99.5,"I",,2018,99.4,"I",,2018,99.7,"I",
"2018-2022","Albania","Europe | Western and Central Europe | Mediterranean Europe",2018,2882.74,"X",,2018,103.9574468085,"E",,2018,5131.908959,"X",,2018,2.770067214E9,"X",,2018,2.678752862E9,"X",,2018,7.743614721E9,"X",,2018,9331.3999875119,"E",,2018,30.2,"E",,2018,0.653,"",,2018,0.098,"",,2018,0.207,"",,2018,0.958,"",,2018,332.3227207448,"E",,2018,0.958,"",,2018,5.7572115385,"E",,2018,10.27139442,"I",,2018,1.6773330252,"E",,2018,22.9342726665,"E",,2018,31.3871433218,"E",,2018,95.1,"I",,2018,95.2,"I",,2018,94.9,"I",
"2018-2022","Cyprus","Europe | Western and Central Europe | Mediterranean Europe",2018,1189.265,"X",,2018,128.5691891892,"E",,2018,28956.958277,"X",,2018,5.054485302E8,"X",,2018,2.564324623E9,"X",,2018,1.8495637151E10,"X",,2018,655.86727937,"E",,2018,0.78,"E",,2018,0.0,"",,2018,0.017,"I",,2018,0.111,"",,2018,0.286,"",,2018,240.4846691023,"E",,2018,0.207,"",,2018,28.2941498086,"E",,2018,59.4100416092,"I",,2018,0.9446917568,"E",,2018,138.493187365,"E",,2018,152.9856328403,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Greece","Europe | Western and Central Europe | Mediterranean Europe",2018,10522.246,"X",,2018,79.7381479236,"E",,2018,19577.784895,"X",,2018,8.113078949E9,"X",,2018,2.631968851E10,"X",,2018,1.55452E11,"X",,2018,5512.1311552686,"E",,2018,68.4,"E",,2018,8.107,"",,2018,0.328,"",,2018,1.687,"",,2018,10.122,"",,2018,961.9619233384,"E",,2018,10.122,"",,2018,20.4774428485,"E",,2018,17.3221745118,"E",,2018,0.5086566264,"E",,2018,75.5811099148,"E",,2018,86.7935785928,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Holy See","Europe | Western and Central Europe | Mediterranean Europe",2018,0.801,"X",,2018,1820.4545454546,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"2018-2022","Italy","Europe | Western and Central Europe | Mediterranean Europe",2018,60627.291,"X",,2018,200.7067623622,"E",,2018,35163.573799,"X",,2018,4.0455368165E10,"X",,2018,3.97875E11,"X",,2018,1.43154E12,"X",,2018,3010.1955239926,"E",,2018,191.3,"E",,2018,17.0,"I",,2018,7.7,"I",,2018,9.488,"I",,2018,34.188,"E",,2018,563.9044634206,"E",,2018,34.0457,"E",,2018,29.9988545246,"E",,2018,49.2834508793,"I",,2018,0.9162375158,"E",,2018,47.1503585383,"E",,2018,137.6758874523,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Malta","Europe | Western and Central Europe | Mediterranean Europe",2018,439.248,"X",,2018,1372.65,"E",,2018,33671.589348,"X",,2018,1.321488096E8,"X",,2018,1.516345591E9,"X",,2018,1.1017006527E10,"X",,2018,114.9692201217,"E",,2018,0.0505,"E",,2018,0.025,"",,2018,0.001,"",,2018,0.037,"",,2018,0.064,"",,2018,145.7035660948,"E",,2018,0.043,"",,2018,85.1485148515,"E",,2018,174.1032789456,"I",,2018,2.2107503932,"E",,2018,1341.4001795793,"E",,2018,263.4038084625,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Monaco","Europe | Western and Central Europe | Mediterranean Europe",2018,38.682,"X",,2018,19083.3744449926,"E",,2018,184807.828397,"X",,,,"",,2018,9.401578853E8,"X",,2018,6.248430311E9,"X",,,,"",,,,"",,2018,0.0,"I",,2018,0.0,"I",,2018,0.005,"I",,2018,0.005,"I",,2018,129.2590869138,"E",,2018,0.005,"I",,,,"",,,,"",,,,"",,,,"",,2018,1150.5119335297,"E",,2018,100.0,"I",,,,"",,2018,100.0,"I",
"2018-2022","North Macedonia","Europe | Western and Central Europe | Mediterranean Europe",2018,2082.957,"X",,2018,81.017386231,"E",,2018,6056.855579,"X",,2018,9.176745589E8,"X",,2018,2.542491974E9,"X",,2018,7.431342727E9,"X",,2018,2592.4683034743,"E",,2018,6.4,"",,2018,0.3292177077,"I",,2018,0.2258095816,"I",,2018,0.3054,"",,2018,0.8604272893,"E",,2018,413.079717568,"E",,2018,1.044,"I",,2018,25.266214908,"E",,2018,10.1118388378,"I",,2018,0.6447909631,"E",,2018,9.582348593,"E",,2018,20.7087077658,"E",,2018,99.4,"I",,2018,98.9,"I",,2018,99.8,"I",
"2018-2022","Portugal","Europe | Western and Central Europe | Mediterranean Europe",2018,10256.193,"X",,2018,111.2076581773,"E",,2018,23397.874237,"X",,2018,4.94148567E9,"X",,2018,3.8679174792E10,"X",,2018,1.64594E11,"X",,2018,3705.078482825,"E",,2018,77.4,"E",,2018,3.41948,"",,2018,1.82966,"",,2018,0.88375,"",,2018,6.0,"",,2018,585.012392025,"E",,2018,6.12953,"E",,2018,12.3157122765,"E",,2018,30.5370676383,"I",,2018,0.4775114862,"E",,2018,18.8850276086,"E",,2018,166.3778050791,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","San Marino","Europe | Western and Central Europe | Mediterranean Europe",2018,33.785,"X",,2018,563.0833333333,"E",,2018,48802.05605,"X",,2018,328658.4591,"X",,2018,5.309429006E8,"X",,2018,9.990298788E8,"X",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"2018-2022","Spain","Europe | Western and Central Europe | Mediterranean Europe",2018,46692.858,"X",,2018,92.2861652854,"E",,2018,30599.42268,"X",,2018,3.9696604893E10,"X",,2018,2.42746E11,"X",,2018,1.0024E12,"X",,2018,2381.5205314697,"E",,2018,111.5,"E",,2018,20.365,"I",,2018,5.966,"I",,2018,4.89,"I",,2018,31.221,"I",,2018,668.6461556926,"E",,2018,31.221,"I",,2018,42.5644171779,"E",,2018,36.817034083,"E",,2018,0.6061864179,"E",,2018,37.1582039472,"E",,2018,187.2052740193,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Belarus","Europe | Eastern Europe | Eastern Europe",2018,9452.617,"X",,2018,45.5328371869,"E",,2018,6312.054621,"X",,2018,3.819707582E9,"X",,2018,1.64919938E10,"X",,2018,3.0770288369E10,"X",,2018,3596.887507449,"E",,2018,57.9,"E",,2018,0.416,"",,2018,0.442,"",,2018,0.533,"",,2018,1.391,"",,2018,147.1550153783,"E",,2018,1.39,"",,2018,4.581410679,"E",,2018,32.983489929,"E",,2018,0.0591277408,"E",,2018,36.2015399226,"E",,2018,56.0119262763,"E",,2018,99.7,"I",,2018,99.1,"I",,2018,99.9,"I",
"2018-2022","Estonia","Europe | Eastern Europe | Eastern Europe",2018,1322.92,"X",,2018,29.1777679753,"E",,2018,23528.804365,"X",,2018,8.180300651E8,"X",,2018,6.305420578E9,"X",,2018,1.963923181E10,"X",,2018,9607.5348471563,"E",,2018,12.806,"E",,2018,0.00473857,"",,2018,1.5417,"",,2018,0.0621,"",,2018,1.60853857,"E",,2018,1215.9001073383,"E",,2018,1.60854,"",,2018,17.4084415584,"E",,2018,13.7881210648,"I",,2018,0.1235615441,"E",,2018,3.4961610717,"E",,2018,270.3398955128,"E",,2018,99.6,"I",,2018,99.0,"I",,2018,100.0,"I",
"2018-2022","Latvia","Europe | Eastern Europe | Eastern Europe",2018,1928.459,"X",,2018,29.8550794191,"E",,2018,17837.899634,"X",,2018,1.22601501E9,"X",,2018,5.709814674E9,"X",,2018,2.2954910751E10,"X",,2018,8784.2157909502,"E",,2018,34.94,"E",,2018,0.05413,"",,2018,0.0333,"",,2018,0.08976,"",,2018,0.17718603,"",,2018,91.8795940178,"E",,2018,0.183349192,"",,2018,1.0804313023,"E",,2018,140.7950969367,"I",,2018,0.0166697682,"E",,2018,149.2214626838,"E",,2018,222.5595725018,"E",,2018,99.3,"I",,2018,98.3,"I",,2018,99.8,"I",
"2018-2022","Lithuania","Europe | Eastern Europe | Eastern Europe",2018,2801.264,"X",,2018,42.9049471588,"E",,2018,18583.568442,"X",,2018,1.553925216E9,"X",,2018,1.2317763085E10,"X",,2018,3.4167527394E10,"X",,2018,5518.9371655081,"E",,2018,24.5,"E",,2018,0.05714,"",,2018,0.06037,"",,2018,0.13688,"",,2018,0.25439,"",,2018,90.8125760371,"E",,2018,0.25439,"",,2018,1.8341023792,"E",,2018,156.5520803667,"I",,2018,0.0294865773,"E",,2018,174.7976648314,"E",,2018,213.8447094943,"E",,2018,96.6,"I",,2018,90.4,"I",,2018,99.7,"I",
"2018-2022","Republic of Moldova","Europe | Eastern Europe | Eastern Europe",2018,4051.944,"X",,2018,119.7029246677,"E",,2018,2798.548169,"X",,2018,1.149033409E9,"X",,2018,2.220183402E9,"X",,2018,6.402175505E9,"X",,2018,399.8080921158,"E",,2018,12.27,"E",,2018,0.043,"",,2018,0.648,"",,2018,0.146,"",,2018,0.837,"E",,2018,206.5675142598,"E",,2018,0.837,"",,2018,12.4294624295,"E",,2018,7.9703334254,"E",,2018,0.6037070712,"E",,2018,2.6405624176,"E",,2018,33.795378263,"E",,2018,88.4,"I",,2018,81.4,"I",,2018,96.9,"I",
"2018-2022","Ukraine","Europe | Eastern Europe | Eastern Europe",2018,44246.156,"X",,2018,73.3098434264,"E",,2018,2972.841353,"X",,2018,1.3262884935E10,"X",,2018,2.5957030165E10,"X",,2018,7.1695724331E10,"X",,2018,1245.3059199086,"E",,2018,175.28,"E",,2018,4.655,"",,2018,4.087,"",,2018,2.46,"",,2018,11.202,"",,2018,253.1745356591,"E",,2018,10.705,"",,2018,13.8701736201,"E",,2018,6.6038202725,"E",,2018,0.0572170855,"E",,2018,4.7939136846,"E",,2018,21.9987495653,"E",,2018,96.2,"I",,2018,97.8,"I",,2018,95.5,"I",
"2018-2022","Russian Federation","Europe | Eastern Europe | Russian Federation",2018,145734.038,"X",,2018,8.5233306333,"E",,2018,11534.175152,"X",,2018,5.2157366851E10,"X",,2018,4.80139E11,"X",,2018,9.48512E11,"X",,2018,29588.1460445088,"E",,2018,4525.445,"E",,2018,18.64,"",,2018,29.03,"",,2018,17.15,"",,2018,64.82,"",,2018,444.78284476,"E",,2018,64.82,"",,2018,4.1222427493,"E",,2018,18.907454877,"I",,2018,0.0471974301,"E",,2018,14.1782958942,"E",,2018,47.4114014705,"E",,2018,96.9,"I",,2018,91.2,"I",,2018,98.9,"I",



-- Coverage
-- Computation information
-- General
-- Accuracy
(c) 2022 FAO of the UN
The information contained in AQUASTAT is provided free of charge to all users. Recommended citation:<br/>
FAO [Year of publication].AQUASTAT Database. AQUASTAT&nbsp;<a href=""http://www.fao.org/nr/water/aquastat/data/query/index.html?lang=en"" target=""_blank"">Website</a>&nbsp;accessed on&nbsp;[20/05/2022 0:43]

